,Gene_MEND52
19587,GRCh38______LINC02489
19588,GRCh38______CREB3L1
19589,GRCh38______DGKZ
19590,GRCh38______MDK
19591,GRCh38______CHRM4
19592,GRCh38______AMBRA1
19593,GRCh38______AC127035.1
19594,GRCh38______HARBI1
19595,GRCh38______ATG13
19596,GRCh38______ARHGAP1
19597,GRCh38______ZNF408
19598,GRCh38______F2
19599,GRCh38______CKAP5
19600,GRCh38______LRP4-AS1
19601,GRCh38______LRP4
19602,GRCh38______AC021573.1
19603,GRCh38______C11orf49
19604,GRCh38______AC090589.2
19605,GRCh38______ARFGAP2
19606,GRCh38______AC090589.3
19607,GRCh38______PACSIN3
19608,GRCh38______DDB2
19609,GRCh38______AC018410.2
19610,GRCh38______ACP2
19611,GRCh38______NR1H3
19612,GRCh38______MADD
19613,GRCh38______AC018410.1
19614,GRCh38______MYBPC3
19615,GRCh38______SPI1
19616,GRCh38______AC090559.1
19617,GRCh38______SLC39A13
19618,GRCh38______PSMC3
19619,GRCh38______RAPSN
19620,GRCh38______CELF1
19621,GRCh38______AC090559.2
19622,GRCh38______NDUFS3
19623,GRCh38______PTPMT1
19624,GRCh38______KBTBD4
19625,GRCh38______KF459542.1
19626,GRCh38______FAM180B
19627,GRCh38______C1QTNF4
19628,GRCh38______MTCH2
19629,GRCh38______AGBL2
19630,GRCh38______FNBP4
19631,GRCh38______NUP160
19632,GRCh38______PTPRJ
19633,GRCh38______PTPRJ-AS1
19634,GRCh38______OR4B1
19635,GRCh38______OR4X2
19636,GRCh38______OR4X1
19637,GRCh38______OR4S1
19638,GRCh38______OR4C3
19639,GRCh38______OR4C5
19640,GRCh38______OR4A47
19641,GRCh38______TRIM51GP
19642,GRCh38______TRIM49B
19643,GRCh38______TRIM64C
19644,GRCh38______FOLH1
19645,GRCh38______OR4C13
19646,GRCh38______OR4C12
19647,GRCh38______AC109635.7
19648,GRCh38______AC109635.6
19649,GRCh38______LINC02750
19650,GRCh38______OR4C46
19651,GRCh38______OR4A5
19652,GRCh38______TRIM48
19653,GRCh38______OR4A16
19654,GRCh38______OR4A15
19655,GRCh38______OR4C15
19656,GRCh38______OR4C16
19657,GRCh38______OR4C11
19658,GRCh38______OR4P4
19659,GRCh38______OR4S2
19660,GRCh38______OR4C6
19661,GRCh38______AP006437.1
19662,GRCh38______OR5D3P
19663,GRCh38______OR5D13
19664,GRCh38______OR5D14
19665,GRCh38______OR5L1
19666,GRCh38______OR5D18
19667,GRCh38______OR5L2
19668,GRCh38______OR5D16
19669,GRCh38______TRIM51
19670,GRCh38______OR5W2
19671,GRCh38______OR5I1
19672,GRCh38______OR10AG1
19673,GRCh38______OR5F1
19674,GRCh38______OR5AS1
19675,GRCh38______OR8I2
19676,GRCh38______OR8H2
19677,GRCh38______OR8H3
19678,GRCh38______OR8J3
19679,GRCh38______OR8K5
19680,GRCh38______OR5J2
19681,GRCh38______OR5T2
19682,GRCh38______OR5T3
19683,GRCh38______OR5T1
19684,GRCh38______OR8H1
19685,GRCh38______OR8K3
19686,GRCh38______OR8K1
19687,GRCh38______OR8J1
19688,GRCh38______OR8U1
19689,GRCh38______OR5R1
19690,GRCh38______OR5M9
19691,GRCh38______OR5M3
19692,GRCh38______OR5M8
19693,GRCh38______OR5M11
19694,GRCh38______OR5M10
19695,GRCh38______OR5M1
19696,GRCh38______OR5AP2
19697,GRCh38______OR5AR1
19698,GRCh38______OR9G1
19699,GRCh38______OR9G4
19700,GRCh38______LINC02735
19701,GRCh38______OR5AK2
19702,GRCh38______LRRC55
19703,GRCh38______APLNR
19704,GRCh38______TNKS1BP1
19705,GRCh38______AP000781.1
19706,GRCh38______SSRP1
19707,GRCh38______P2RX3
19708,GRCh38______PRG3
19709,GRCh38______PRG2
19710,GRCh38______SLC43A3
19711,GRCh38______RTN4RL2
19712,GRCh38______AP002893.1
19713,GRCh38______SLC43A1
19714,GRCh38______TIMM10
19715,GRCh38______SMTNL1
19716,GRCh38______UBE2L6
19717,GRCh38______SERPING1
19718,GRCh38______AP000662.1
19719,GRCh38______YPEL4
19720,GRCh38______CLP1
19721,GRCh38______ZDHHC5
19722,GRCh38______MED19
19723,GRCh38______TMX2
19724,GRCh38______SELENOH
19725,GRCh38______BTBD18
19726,GRCh38______CTNND1
19727,GRCh38______OR9Q1
19728,GRCh38______OR6Q1
19729,GRCh38______AP004247.2
19730,GRCh38______OR9I1
19731,GRCh38______OR9Q2
19732,GRCh38______OR1S2
19733,GRCh38______OR1S1
19734,GRCh38______OR10Q1
19735,GRCh38______OR10W1
19736,GRCh38______OR5B17
19737,GRCh38______OR5B3
19738,GRCh38______OR5B2
19739,GRCh38______OR5B12
19740,GRCh38______AP003557.2
19741,GRCh38______AP003557.1
19742,GRCh38______OR5B21
19743,GRCh38______LPXN
19744,GRCh38______ZFP91
19745,GRCh38______AP001350.1
19746,GRCh38______CNTF
19747,GRCh38______GLYAT
19748,GRCh38______GLYATL2
19749,GRCh38______GLYATL1
19750,GRCh38______AP001652.1
19751,GRCh38______AP001636.3
19752,GRCh38______GLYATL1B
19753,GRCh38______FAM111B
19754,GRCh38______FAM111A-DT
19755,GRCh38______FAM111A
19756,GRCh38______DTX4
19757,GRCh38______MPEG1
19758,GRCh38______AP002358.1
19759,GRCh38______OR5AN1
19760,GRCh38______OR5A2
19761,GRCh38______OR5A1
19762,GRCh38______OR4D6
19763,GRCh38______OR4D10
19764,GRCh38______OR4D11
19765,GRCh38______OR4D9
19766,GRCh38______AP003778.1
19767,GRCh38______LINC02739
19768,GRCh38______AP000442.1
19769,GRCh38______OSBP
19770,GRCh38______PATL1
19771,GRCh38______AP000640.2
19772,GRCh38______OR10V1
19773,GRCh38______STX3
19774,GRCh38______AP000640.1
19775,GRCh38______MRPL16
19776,GRCh38______CBLIF
19777,GRCh38______TCN1
19778,GRCh38______OOSP3
19779,GRCh38______OOSP1
19780,GRCh38______OOSP4A
19781,GRCh38______OOSP4B
19782,GRCh38______OOSP2
19783,GRCh38______MS4A3
19784,GRCh38______MS4A2
19785,GRCh38______LINC02705
19786,GRCh38______MS4A6A
19787,GRCh38______MS4A4A
19788,GRCh38______MS4A4E
19789,GRCh38______MS4A6E
19790,GRCh38______MS4A7
19791,GRCh38______MS4A14
19792,GRCh38______MS4A5
19793,GRCh38______MS4A1
19794,GRCh38______MS4A12
19795,GRCh38______MS4A13
19796,GRCh38______MS4A8
19797,GRCh38______MS4A18
19798,GRCh38______MS4A15
19799,GRCh38______MS4A10
19800,GRCh38______AP000777.1
19801,GRCh38______AP000777.2
19802,GRCh38______AP000777.3
19803,GRCh38______CCDC86
19804,GRCh38______PTGDR2
19805,GRCh38______ZP1
19806,GRCh38______PRPF19
19807,GRCh38______AP003721.4
19808,GRCh38______AP003721.3
19809,GRCh38______TMEM109
19810,GRCh38______AP003721.1
19811,GRCh38______TMEM132A
19812,GRCh38______SLC15A3
19813,GRCh38______CD6
19814,GRCh38______AP003721.2
19815,GRCh38______CD5
19816,GRCh38______VPS37C
19817,GRCh38______PGA3
19818,GRCh38______PGA4
19819,GRCh38______PGA5
19820,GRCh38______VWCE
19821,GRCh38______DDB1
19822,GRCh38______TKFC
19823,GRCh38______CYB561A3
19824,GRCh38______TMEM138
19825,GRCh38______TMEM216
19826,GRCh38______CPSF7
19827,GRCh38______SDHAF2
19828,GRCh38______PPP1R32
19829,GRCh38______AP003108.1
19830,GRCh38______LRRC10B
19831,GRCh38______SYT7
19832,GRCh38______AP003559.1
19833,GRCh38______AP002754.1
19834,GRCh38______AP002754.2
19835,GRCh38______DAGLA
19836,GRCh38______MYRF-AS1
19837,GRCh38______MYRF
19838,GRCh38______TMEM258
19839,GRCh38______FEN1
19840,GRCh38______FADS2
19841,GRCh38______FADS1
19842,GRCh38______FADS3
19843,GRCh38______RAB3IL1
19844,GRCh38______BEST1
19845,GRCh38______FTH1
19846,GRCh38______LINC02733
19847,GRCh38______AP002793.1
19848,GRCh38______INCENP
19849,GRCh38______SCGB1D1
19850,GRCh38______SCGB2A1
19851,GRCh38______AP003306.1
19852,GRCh38______SCGB1D2
19853,GRCh38______SCGB2A2
19854,GRCh38______SCGB1D4
19855,GRCh38______AP003306.2
19856,GRCh38______ASRGL1
19857,GRCh38______AP003064.1
19858,GRCh38______SCGB1A1
19859,GRCh38______AP003064.2
19860,GRCh38______AHNAK
19861,GRCh38______AP001363.1
19862,GRCh38______AP001363.2
19863,GRCh38______EEF1G
19864,GRCh38______TUT1
19865,GRCh38______MTA2
19866,GRCh38______EML3
19867,GRCh38______AP001458.1
19868,GRCh38______ROM1
19869,GRCh38______B3GAT3
19870,GRCh38______GANAB
19871,GRCh38______INTS5
19872,GRCh38______C11orf98
19873,GRCh38______LBHD1
19874,GRCh38______CSKMT
19875,GRCh38______UQCC3
19876,GRCh38______UBXN1
19877,GRCh38______LRRN4CL
19878,GRCh38______BSCL2
19879,GRCh38______GNG3
19880,GRCh38______HNRNPUL2
19881,GRCh38______TTC9C
19882,GRCh38______ZBTB3
19883,GRCh38______POLR2G
19884,GRCh38______AP001160.2
19885,GRCh38______TAF6L
19886,GRCh38______TMEM223
19887,GRCh38______AP001160.3
19888,GRCh38______TMEM179B
19889,GRCh38______NXF1
19890,GRCh38______STX5
19891,GRCh38______AP001160.4
19892,GRCh38______AP001160.1
19893,GRCh38______TEX54
19894,GRCh38______WDR74
19895,GRCh38______SNHG1
19896,GRCh38______SLC3A2
19897,GRCh38______CHRM1
19898,GRCh38______AP000438.1
19899,GRCh38______SLC22A6
19900,GRCh38______SLC22A8
19901,GRCh38______SLC22A24
19902,GRCh38______SLC22A10
19903,GRCh38______SLC22A25
19904,GRCh38______SLC22A9
19905,GRCh38______PLAAT5
19906,GRCh38______AP001591.1
19907,GRCh38______LGALS12
19908,GRCh38______PLAAT4
19909,GRCh38______PLAAT2
19910,GRCh38______PLAAT3
19911,GRCh38______AP000753.1
19912,GRCh38______ATL3
19913,GRCh38______AP000753.2
19914,GRCh38______RTN3
19915,GRCh38______C11orf95
19916,GRCh38______SPINDOC
19917,GRCh38______MARK2
19918,GRCh38______RCOR2
19919,GRCh38______NAA40
19920,GRCh38______COX8A
19921,GRCh38______OTUB1
19922,GRCh38______MACROD1
19923,GRCh38______AP000721.2
19924,GRCh38______AP006333.2
19925,GRCh38______FLRT1
19926,GRCh38______AP006333.1
19927,GRCh38______STIP1
19928,GRCh38______FERMT3
19929,GRCh38______TRPT1
19930,GRCh38______NUDT22
19931,GRCh38______AP001453.1
19932,GRCh38______DNAJC4
19933,GRCh38______VEGFB
19934,GRCh38______FKBP2
19935,GRCh38______AP001453.3
19936,GRCh38______PPP1R14B
19937,GRCh38______PPP1R14B-AS1
19938,GRCh38______AP001453.2
19939,GRCh38______PLCB3
19940,GRCh38______BAD
19941,GRCh38______GPR137
19942,GRCh38______KCNK4
19943,GRCh38______CATSPERZ
19944,GRCh38______ESRRA
19945,GRCh38______TRMT112
19946,GRCh38______PRDX5
19947,GRCh38______AP003774.2
19948,GRCh38______CCDC88B
19949,GRCh38______RPS6KA4
19950,GRCh38______LINC02723
19951,GRCh38______AP003774.1
19952,GRCh38______LINC02724
19953,GRCh38______AP005273.2
19954,GRCh38______AP005273.1
19955,GRCh38______SLC22A11
19956,GRCh38______SLC22A12
19957,GRCh38______NRXN2
19958,GRCh38______AP001092.1
19959,GRCh38______RASGRP2
19960,GRCh38______PYGM
19961,GRCh38______SF1
19962,GRCh38______AP001462.1
19963,GRCh38______MAP4K2
19964,GRCh38______MEN1
19965,GRCh38______CDC42BPG
19966,GRCh38______EHD1
19967,GRCh38______MIR194-2HG
19968,GRCh38______ATG2A
19969,GRCh38______PPP2R5B
19970,GRCh38______GPHA2
19971,GRCh38______MAJIN
19972,GRCh38______BATF2
19973,GRCh38______ARL2
19974,GRCh38______SNX15
19975,GRCh38______SAC3D1
19976,GRCh38______NAALADL1
19977,GRCh38______CDCA5
19978,GRCh38______ZFPL1
19979,GRCh38______TMEM262
19980,GRCh38______VPS51
19981,GRCh38______AP003068.1
19982,GRCh38______TM7SF2
19983,GRCh38______ZNHIT2
19984,GRCh38______AP003068.3
19985,GRCh38______FAU
19986,GRCh38______SYVN1
19987,GRCh38______MRPL49
19988,GRCh38______SPDYC
19989,GRCh38______AP003068.2
19990,GRCh38______CAPN1
19991,GRCh38______AP000944.6
19992,GRCh38______POLA2
19993,GRCh38______AP000944.7
19994,GRCh38______CDC42EP2
19995,GRCh38______DPF2
19996,GRCh38______TIGD3
19997,GRCh38______AP000944.1
19998,GRCh38______SLC25A45
19999,GRCh38______FRMD8
20000,GRCh38______NEAT1
20001,GRCh38______LINC02736
20002,GRCh38______AP000769.6
20003,GRCh38______MALAT1
20004,GRCh38______AP000769.2
20005,GRCh38______SCYL1
20006,GRCh38______LTBP3
20007,GRCh38______SSSCA1-AS1
20008,GRCh38______ZNRD2
20009,GRCh38______FAM89B
20010,GRCh38______EHBP1L1
20011,GRCh38______KCNK7
20012,GRCh38______MAP3K11
20013,GRCh38______PCNX3
20014,GRCh38______SIPA1
20015,GRCh38______RELA
20016,GRCh38______RELA-DT
20017,GRCh38______KAT5
20018,GRCh38______RNASEH2C
20019,GRCh38______AP001266.2
20020,GRCh38______AP5B1
20021,GRCh38______OVOL1
20022,GRCh38______OVOL1-AS1
20023,GRCh38______AP001266.1
20024,GRCh38______CFL1
20025,GRCh38______SNX32
20026,GRCh38______MUS81
20027,GRCh38______EFEMP2
20028,GRCh38______CTSW
20029,GRCh38______FIBP
20030,GRCh38______CCDC85B
20031,GRCh38______FOSL1
20032,GRCh38______C11orf68
20033,GRCh38______DRAP1
20034,GRCh38______TSGA10IP
20035,GRCh38______SART1
20036,GRCh38______EIF1AD
20037,GRCh38______BANF1
20038,GRCh38______CST6
20039,GRCh38______CATSPER1
20040,GRCh38______GAL3ST3
20041,GRCh38______AP006287.3
20042,GRCh38______SF3B2
20043,GRCh38______AP006287.2
20044,GRCh38______PACS1
20045,GRCh38______AP000759.1
20046,GRCh38______KLC2
20047,GRCh38______AP001107.4
20048,GRCh38______AP001107.8
20049,GRCh38______AP001107.7
20050,GRCh38______RAB1B
20051,GRCh38______AP001107.1
20052,GRCh38______AP001107.2
20053,GRCh38______CNIH2
20054,GRCh38______YIF1A
20055,GRCh38______TMEM151A
20056,GRCh38______AP001107.3
20057,GRCh38______CD248
20058,GRCh38______RIN1
20059,GRCh38______AP001107.6
20060,GRCh38______BRMS1
20061,GRCh38______B4GAT1
20062,GRCh38______AP001107.9
20063,GRCh38______SLC29A2
20064,GRCh38______AP001107.5
20065,GRCh38______NPAS4
20066,GRCh38______MRPL11
20067,GRCh38______PELI3
20068,GRCh38______AP002748.4
20069,GRCh38______DPP3
20070,GRCh38______BBS1
20071,GRCh38______AP002748.6
20072,GRCh38______ZDHHC24
20073,GRCh38______ACTN3
20074,GRCh38______AP002748.2
20075,GRCh38______CTSF
20076,GRCh38______CCDC87
20077,GRCh38______CCS
20078,GRCh38______RBM14
20079,GRCh38______RBM4
20080,GRCh38______RBM4B
20081,GRCh38______SPTBN2
20082,GRCh38______C11orf80
20083,GRCh38______RCE1
20084,GRCh38______PC
20085,GRCh38______LRFN4
20086,GRCh38______C11orf86
20087,GRCh38______SYT12
20088,GRCh38______RHOD
20089,GRCh38______KDM2A
20090,GRCh38______AP001885.3
20091,GRCh38______GRK2
20092,GRCh38______ANKRD13D
20093,GRCh38______SSH3
20094,GRCh38______AP001885.2
20095,GRCh38______RAD9A
20096,GRCh38______POLD4
20097,GRCh38______AP003419.2
20098,GRCh38______CLCF1
20099,GRCh38______AP003419.3
20100,GRCh38______PPP1CA
20101,GRCh38______TBC1D10C
20102,GRCh38______CARNS1
20103,GRCh38______RPS6KB2
20104,GRCh38______RPS6KB2-AS1
20105,GRCh38______PTPRCAP
20106,GRCh38______CORO1B
20107,GRCh38______GPR152
20108,GRCh38______CABP4
20109,GRCh38______TMEM134
20110,GRCh38______AIP
20111,GRCh38______PITPNM1
20112,GRCh38______CDK2AP2
20113,GRCh38______CABP2
20114,GRCh38______GSTP1
20115,GRCh38______C11orf72
20116,GRCh38______AP003385.3
20117,GRCh38______NDUFV1
20118,GRCh38______NUDT8
20119,GRCh38______TBX10
20120,GRCh38______ACY3
20121,GRCh38______ALDH3B2
20122,GRCh38______LINC02754
20123,GRCh38______UNC93B1
20124,GRCh38______ALDH3B1
20125,GRCh38______AC004923.4
20126,GRCh38______NDUFS8
20127,GRCh38______TCIRG1
20128,GRCh38______AP002807.1
20129,GRCh38______CHKA
20130,GRCh38______AP002992.1
20131,GRCh38______KMT5B
20132,GRCh38______C11orf24
20133,GRCh38______AP002813.1
20134,GRCh38______LRP5
20135,GRCh38______PPP6R3
20136,GRCh38______AP003096.1
20137,GRCh38______GAL
20138,GRCh38______TESMIN
20139,GRCh38______CPT1A
20140,GRCh38______LINC02701
20141,GRCh38______MRPL21
20142,GRCh38______IGHMBP2
20143,GRCh38______AP000808.1
20144,GRCh38______MRGPRD
20145,GRCh38______AP003071.4
20146,GRCh38______AP003071.3
20147,GRCh38______MRGPRF
20148,GRCh38______MRGPRF-AS1
20149,GRCh38______TPCN2
20150,GRCh38______AP003071.1
20151,GRCh38______AP003071.2
20152,GRCh38______SMIM38
20153,GRCh38______MYEOV
20154,GRCh38______AP005233.2
20155,GRCh38______AP005233.1
20156,GRCh38______AP000439.2
20157,GRCh38______AP000439.1
20158,GRCh38______AP000439.3
20159,GRCh38______LINC02747
20160,GRCh38______LINC01488
20161,GRCh38______CCND1
20162,GRCh38______LTO1
20163,GRCh38______FGF19
20164,GRCh38______FGF4
20165,GRCh38______FGF3
20166,GRCh38______AP007216.1
20167,GRCh38______AP007216.2
20168,GRCh38______AP003555.2
20169,GRCh38______AP003555.1
20170,GRCh38______LINC02753
20171,GRCh38______LINC02584
20172,GRCh38______ANO1
20173,GRCh38______AP000879.2
20174,GRCh38______ANO1-AS1
20175,GRCh38______FADD
20176,GRCh38______AP000879.1
20177,GRCh38______PPFIA1
20178,GRCh38______AP002336.2
20179,GRCh38______AP002336.1
20180,GRCh38______AP002336.3
20181,GRCh38______AP000487.2
20182,GRCh38______AP000487.1
20183,GRCh38______CTTN
20184,GRCh38______SHANK2
20185,GRCh38______AP001271.1
20186,GRCh38______SHANK2-AS1
20187,GRCh38______SHANK2-AS2
20188,GRCh38______SHANK2-AS3
20189,GRCh38______AP003783.1
20190,GRCh38______DHCR7
20191,GRCh38______AP002387.2
20192,GRCh38______NADSYN1
20193,GRCh38______KRTAP5-7
20194,GRCh38______KRTAP5-8
20195,GRCh38______KRTAP5-9
20196,GRCh38______AP000867.5
20197,GRCh38______KRTAP5-10
20198,GRCh38______KRTAP5-11
20199,GRCh38______ALG1L9P
20200,GRCh38______AP003498.1
20201,GRCh38______AP003498.2
20202,GRCh38______FAM86C1
20203,GRCh38______ZNF705E
20204,GRCh38______DEFB108B
20205,GRCh38______AP002495.1
20206,GRCh38______DEFB131B
20207,GRCh38______RNF121
20208,GRCh38______IL18BP
20209,GRCh38______NUMA1
20210,GRCh38______AP002490.1
20211,GRCh38______LRTOMT
20212,GRCh38______LAMTOR1
20213,GRCh38______AP000812.4
20214,GRCh38______ANAPC15
20215,GRCh38______FOLR3
20216,GRCh38______AP000812.1
20217,GRCh38______FOLR1
20218,GRCh38______FOLR2
20219,GRCh38______INPPL1
20220,GRCh38______PHOX2A
20221,GRCh38______AP000593.4
20222,GRCh38______CLPB
20223,GRCh38______AP000593.3
20224,GRCh38______AP002892.2
20225,GRCh38______AP002892.1
20226,GRCh38______AP003785.1
20227,GRCh38______LINC01537
20228,GRCh38______PDE2A
20229,GRCh38______AP005019.1
20230,GRCh38______AP003065.1
20231,GRCh38______ARAP1
20232,GRCh38______ARAP1-AS1
20233,GRCh38______AP003065.2
20234,GRCh38______ARAP1-AS2
20235,GRCh38______STARD10
20236,GRCh38______AP002381.2
20237,GRCh38______ATG16L2
20238,GRCh38______FCHSD2
20239,GRCh38______AP002761.2
20240,GRCh38______AP002761.1
20241,GRCh38______P2RY2
20242,GRCh38______AP002761.4
20243,GRCh38______P2RY6
20244,GRCh38______AP002761.3
20245,GRCh38______ARHGEF17
20246,GRCh38______RELT
20247,GRCh38______AP000763.4
20248,GRCh38______FAM168A
20249,GRCh38______AP000763.3
20250,GRCh38______PLEKHB1
20251,GRCh38______RAB6A
20252,GRCh38______AP002993.1
20253,GRCh38______AP002770.1
20254,GRCh38______MRPL48
20255,GRCh38______COA4
20256,GRCh38______PAAF1
20257,GRCh38______DNAJB13
20258,GRCh38______AP003717.1
20259,GRCh38______UCP2
20260,GRCh38______AP003717.4
20261,GRCh38______UCP3
20262,GRCh38______C2CD3
20263,GRCh38______PPME1
20264,GRCh38______P4HA3
20265,GRCh38______P4HA3-AS1
20266,GRCh38______PGM2L1
20267,GRCh38______AP001372.1
20268,GRCh38______AP001085.1
20269,GRCh38______KCNE3
20270,GRCh38______AP001372.3
20271,GRCh38______LIPT2
20272,GRCh38______AP001372.2
20273,GRCh38______POLD3
20274,GRCh38______CHRDL2
20275,GRCh38______RNF169
20276,GRCh38______XRRA1
20277,GRCh38______AP001992.2
20278,GRCh38______SPCS2
20279,GRCh38______NEU3
20280,GRCh38______OR2AT4
20281,GRCh38______AP001972.4
20282,GRCh38______SLCO2B1
20283,GRCh38______AP001972.3
20284,GRCh38______TPBGL
20285,GRCh38______ARRB1
20286,GRCh38______AP001972.1
20287,GRCh38______AP001972.2
20288,GRCh38______RPS3
20289,GRCh38______KLHL35
20290,GRCh38______GDPD5
20291,GRCh38______AP002815.1
20292,GRCh38______SERPINH1
20293,GRCh38______AP001922.5
20294,GRCh38______MAP6
20295,GRCh38______AP001922.6
20296,GRCh38______AP001922.2
20297,GRCh38______MOGAT2
20298,GRCh38______AP001922.1
20299,GRCh38______DGAT2
20300,GRCh38______AP001922.3
20301,GRCh38______AP003031.1
20302,GRCh38______UVRAG-DT
20303,GRCh38______UVRAG
20304,GRCh38______AP003168.2
20305,GRCh38______AP002340.1
20306,GRCh38______WNT11
20307,GRCh38______AP000785.1
20308,GRCh38______LINC02761
20309,GRCh38______THAP12
20310,GRCh38______GVQW3
20311,GRCh38______AP002360.1
20312,GRCh38______EMSY
20313,GRCh38______LINC02757
20314,GRCh38______AP001189.5
20315,GRCh38______AP001189.3
20316,GRCh38______AP001189.1
20317,GRCh38______LRRC32
20318,GRCh38______AP001189.4
20319,GRCh38______AP003119.1
20320,GRCh38______TSKU
20321,GRCh38______AP003119.2
20322,GRCh38______AP003119.3
20323,GRCh38______ACER3
20324,GRCh38______AP002498.1
20325,GRCh38______B3GNT6
20326,GRCh38______CAPN5
20327,GRCh38______OMP
20328,GRCh38______MYO7A
20329,GRCh38______GDPD4
20330,GRCh38______PAK1
20331,GRCh38______AP003680.1
20332,GRCh38______CLNS1A
20333,GRCh38______AQP11
20334,GRCh38______RSF1
20335,GRCh38______RSF1-IT2
20336,GRCh38______RSF1-IT1
20337,GRCh38______AAMDC
20338,GRCh38______AP002812.2
20339,GRCh38______AP002812.3
20340,GRCh38______AP002812.5
20341,GRCh38______INTS4
20342,GRCh38______AP003032.2
20343,GRCh38______KCTD14
20344,GRCh38______AP003032.1
20345,GRCh38______THRSP
20346,GRCh38______NDUFC2
20347,GRCh38______ALG8
20348,GRCh38______KCTD21-AS1
20349,GRCh38______KCTD21
20350,GRCh38______USP35
20351,GRCh38______GAB2
20352,GRCh38______AP003086.1
20353,GRCh38______AP003086.2
20354,GRCh38______LINC02728
20355,GRCh38______NARS2
20356,GRCh38______AP003110.1
20357,GRCh38______TENM4
20358,GRCh38______AP002768.1
20359,GRCh38______AP002957.1
20360,GRCh38______AP001547.1
20361,GRCh38______AP001978.1
20362,GRCh38______AP006295.1
20363,GRCh38______LINC02720
20364,GRCh38______AP003398.2
20365,GRCh38______AP003464.1
20366,GRCh38______MIR4300HG
20367,GRCh38______AP002802.1
20368,GRCh38______AP000793.1
20369,GRCh38______FAM181B
20370,GRCh38______LINC02734
20371,GRCh38______PRCP
20372,GRCh38______DDIAS
20373,GRCh38______AP000893.2
20374,GRCh38______RAB30
20375,GRCh38______RAB30-DT
20376,GRCh38______AP001767.3
20377,GRCh38______PCF11
20378,GRCh38______AP000873.4
20379,GRCh38______AP000873.2
20380,GRCh38______PCF11-AS1
20381,GRCh38______ANKRD42
20382,GRCh38______AP000873.3
20383,GRCh38______CCDC90B
20384,GRCh38______AP000446.1
20385,GRCh38______DLG2
20386,GRCh38______AP002370.2
20387,GRCh38______AP001825.1
20388,GRCh38______AP000857.2
20389,GRCh38______TMEM126B
20390,GRCh38______TMEM126A
20391,GRCh38______CREBZF
20392,GRCh38______CCDC89
20393,GRCh38______SYTL2
20394,GRCh38______CCDC83
20395,GRCh38______AP003128.1
20396,GRCh38______PICALM
20397,GRCh38______LINC02695
20398,GRCh38______EED
20399,GRCh38______HIKESHI
20400,GRCh38______CCDC81
20401,GRCh38______AP001831.1
20402,GRCh38______ME3
20403,GRCh38______AP003059.1
20404,GRCh38______AP003059.2
20405,GRCh38______PRSS23
20406,GRCh38______AP000654.1
20407,GRCh38______AP001528.1
20408,GRCh38______FZD4
20409,GRCh38______FZD4-DT
20410,GRCh38______TMEM135
20411,GRCh38______LINC02711
20412,GRCh38______AP000676.5
20413,GRCh38______AP005436.3
20414,GRCh38______AP005436.1
20415,GRCh38______AP005436.2
20416,GRCh38______RAB38
20417,GRCh38______CTSC
20418,GRCh38______AP003120.1
20419,GRCh38______GRM5-AS1
20420,GRCh38______GRM5
20421,GRCh38______TYR
20422,GRCh38______NOX4
20423,GRCh38______AP003400.1
20424,GRCh38______TRIM77
20425,GRCh38______AP003122.2
20426,GRCh38______TRIM49
20427,GRCh38______TRIM64B
20428,GRCh38______TRIM49D1
20429,GRCh38______TRIM49D2
20430,GRCh38______TRIM64
20431,GRCh38______TRIM49C
20432,GRCh38______UBTFL1
20433,GRCh38______AP000648.9
20434,GRCh38______NAALAD2
20435,GRCh38______CHORDC1
20436,GRCh38______DISC1FP1
20437,GRCh38______LINC02748
20438,GRCh38______LINC02756
20439,GRCh38______FAT3
20440,GRCh38______AP000722.1
20441,GRCh38______AP003718.1
20442,GRCh38______LINC02746
20443,GRCh38______AP003171.1
20444,GRCh38______MTNR1B
20445,GRCh38______SLC36A4
20446,GRCh38______AP003969.1
20447,GRCh38______DEUP1
20448,GRCh38______SMCO4
20449,GRCh38______CEP295
20450,GRCh38______SCARNA9
20451,GRCh38______TAF1D
20452,GRCh38______C11orf54
20453,GRCh38______MED17
20454,GRCh38______VSTM5
20455,GRCh38______HEPHL1
20456,GRCh38______PANX1
20457,GRCh38______AP002784.1
20458,GRCh38______IZUMO1R
20459,GRCh38______GPR83
20460,GRCh38______MRE11
20461,GRCh38______AP000786.1
20462,GRCh38______ANKRD49
20463,GRCh38______C11orf97
20464,GRCh38______FUT4
20465,GRCh38______PIWIL4
20466,GRCh38______AP000943.2
20467,GRCh38______AP000943.1
20468,GRCh38______LINC02700
20469,GRCh38______AMOTL1
20470,GRCh38______AP002383.2
20471,GRCh38______CWC15
20472,GRCh38______KDM4D
20473,GRCh38______KDM4E
20474,GRCh38______KDM4F
20475,GRCh38______SRSF8
20476,GRCh38______ENDOD1
20477,GRCh38______AP000787.1
20478,GRCh38______SESN3
20479,GRCh38______AP001790.1
20480,GRCh38______AP000820.2
20481,GRCh38______AP000820.1
20482,GRCh38______FAM76B
20483,GRCh38______CEP57
20484,GRCh38______MTMR2
20485,GRCh38______MAML2
20486,GRCh38______AP000779.1
20487,GRCh38______CCDC82
20488,GRCh38______JRKL
20489,GRCh38______JRKL-AS1
20490,GRCh38______LINC02737
20491,GRCh38______AP003066.1
20492,GRCh38______LINC02553
20493,GRCh38______LINC02713
20494,GRCh38______AP003715.1
