,Gene_MEND52
19376,GRCh38__ZNF365
19377,GRCh38__AL133417.1
19378,GRCh38__ADO
19379,GRCh38__EGR2
19380,GRCh38__AL590502.1
19381,GRCh38__NRBF2
19382,GRCh38__JMJD1C
19383,GRCh38__JMJD1C-AS1
19384,GRCh38__REEP3
19385,GRCh38__AC022387.1
19386,GRCh38__AC012558.1
19387,GRCh38__AC024600.1
19388,GRCh38__AL513321.2
19389,GRCh38__AL592466.1
19390,GRCh38__LINC01515
19391,GRCh38__CTNNA3
19392,GRCh38__AC022017.1
19393,GRCh38__LRRTM3
19394,GRCh38__AL139240.1
19395,GRCh38__DNAJC12
19396,GRCh38__AL133551.1
19397,GRCh38__SIRT1
19398,GRCh38__HERC4
19399,GRCh38__MYPN
19400,GRCh38__ATOH7
19401,GRCh38__AC016395.1
19402,GRCh38__PBLD
19403,GRCh38__HNRNPH3
19404,GRCh38__RUFY2
19405,GRCh38__DNA2
19406,GRCh38__SLC25A16
19407,GRCh38__TET1
19408,GRCh38__CCAR1
19409,GRCh38__STOX1
19410,GRCh38__DDX50
19411,GRCh38__DDX21
19412,GRCh38__KIF1BP
19413,GRCh38__SRGN
19414,GRCh38__VPS26A
19415,GRCh38__SUPV3L1
19416,GRCh38__AL596223.1
19417,GRCh38__HKDC1
19418,GRCh38__AL596223.2
19419,GRCh38__HK1
19420,GRCh38__TACR2
19421,GRCh38__TSPAN15
19422,GRCh38__NEUROG3
19423,GRCh38__AL450311.2
19424,GRCh38__FAM241B
19425,GRCh38__AL450311.1
19426,GRCh38__COL13A1
19427,GRCh38__AC024601.1
19428,GRCh38__H2AFY2
19429,GRCh38__AIFM2
19430,GRCh38__TYSND1
19431,GRCh38__SAR1A
19432,GRCh38__PPA1
19433,GRCh38__NPFFR1
19434,GRCh38__LRRC20
19435,GRCh38__EIF4EBP2
19436,GRCh38__NODAL
19437,GRCh38__PALD1
19438,GRCh38__PRF1
19439,GRCh38__ADAMTS14
19440,GRCh38__TBATA
19441,GRCh38__SGPL1
19442,GRCh38__PCBD1
19443,GRCh38__AC073176.3
19444,GRCh38__AC073176.2
19445,GRCh38__AC073176.1
19446,GRCh38__UNC5B
19447,GRCh38__UNC5B-AS1
19448,GRCh38__SLC29A3
19449,GRCh38__CDH23
19450,GRCh38__CDH23-AS1
19451,GRCh38__C10orf105
19452,GRCh38__VSIR
19453,GRCh38__PSAP
19454,GRCh38__AC073370.1
19455,GRCh38__CHST3
19456,GRCh38__AC022392.1
19457,GRCh38__SPOCK2
19458,GRCh38__ASCC1
19459,GRCh38__ANAPC16
19460,GRCh38__DDIT4
19461,GRCh38__DDIT4-AS1
19462,GRCh38__DNAJB12
19463,GRCh38__MICU1
19464,GRCh38__AL513185.1
19465,GRCh38__MCU
19466,GRCh38__OIT3
19467,GRCh38__PLA2G12B
19468,GRCh38__P4HA1
19469,GRCh38__AL731563.2
19470,GRCh38__AL731563.3
19471,GRCh38__NUDT13
19472,GRCh38__AC016394.2
19473,GRCh38__ECD
19474,GRCh38__FAM149B1
19475,GRCh38__DNAJC9
19476,GRCh38__DNAJC9-AS1
19477,GRCh38__MRPS16
19478,GRCh38__AC016394.1
19479,GRCh38__CFAP70
19480,GRCh38__ANXA7
19481,GRCh38__AL512656.1
19482,GRCh38__MSS51
19483,GRCh38__PPP3CB
19484,GRCh38__USP54
19485,GRCh38__AC073389.1
19486,GRCh38__AC073389.3
19487,GRCh38__MYOZ1
19488,GRCh38__SYNPO2L
19489,GRCh38__AC073389.2
19490,GRCh38__AGAP5
19491,GRCh38__AC022400.6
19492,GRCh38__SEC24C
19493,GRCh38__FUT11
19494,GRCh38__CHCHD1
19495,GRCh38__ZSWIM8
19496,GRCh38__ZSWIM8-AS1
19497,GRCh38__AC022400.7
19498,GRCh38__NDST2
19499,GRCh38__CAMK2G
19500,GRCh38__AC022400.1
19501,GRCh38__AC022400.2
19502,GRCh38__PLAU
19503,GRCh38__C10orf55
19504,GRCh38__VCL
19505,GRCh38__AP3M1
19506,GRCh38__ADK
19507,GRCh38__AC022540.1
19508,GRCh38__AC063962.1
19509,GRCh38__KAT6B
19510,GRCh38__AC018511.2
19511,GRCh38__AC018511.1
19512,GRCh38__DUPD1
19513,GRCh38__DUSP13
19514,GRCh38__SAMD8
19515,GRCh38__VDAC2
19516,GRCh38__COMTD1
19517,GRCh38__ZNF503-AS1
19518,GRCh38__AC010997.3
19519,GRCh38__ZNF503
19520,GRCh38__ZNF503-AS2
19521,GRCh38__AC010997.5
19522,GRCh38__AC010997.4
19523,GRCh38__AC010997.2
19524,GRCh38__LRMDA
19525,GRCh38__AC013286.1
19526,GRCh38__AC024603.1
19527,GRCh38__KCNMA1
19528,GRCh38__KCNMA1-AS1
19529,GRCh38__KCNMA1-AS2
19530,GRCh38__AL731575.1
19531,GRCh38__KCNMA1-AS3
19532,GRCh38__AL450306.1
19533,GRCh38__DLG5
19534,GRCh38__AL391421.1
19535,GRCh38__POLR3A
19536,GRCh38__RPS24
19537,GRCh38__AL731555.1
19538,GRCh38__AC012560.1
19539,GRCh38__LINC00595
19540,GRCh38__AC010163.1
19541,GRCh38__AC010163.2
19542,GRCh38__AL583852.1
19543,GRCh38__AC016820.1
19544,GRCh38__ZMIZ1-AS1
19545,GRCh38__AL356753.1
19546,GRCh38__ZMIZ1
19547,GRCh38__PPIF
19548,GRCh38__ZCCHC24
19549,GRCh38__AL133481.1
19550,GRCh38__AL133481.3
19551,GRCh38__EIF5AL1
19552,GRCh38__SFTPA2
19553,GRCh38__SFTPA1
19554,GRCh38__BX248123.1
19555,GRCh38__AL132656.2
19556,GRCh38__NUTM2B-AS1
19557,GRCh38__NUTM2B
19558,GRCh38__AL135925.1
19559,GRCh38__NUTM2E
19560,GRCh38__SFTPD
19561,GRCh38__SFTPD-AS1
19562,GRCh38__TMEM254-AS1
19563,GRCh38__TMEM254
19564,GRCh38__PLAC9
19565,GRCh38__ANXA11
19566,GRCh38__LINC00857
19567,GRCh38__MAT1A
19568,GRCh38__AL359195.1
19569,GRCh38__DYDC1
19570,GRCh38__DYDC2
19571,GRCh38__FAM213A
19572,GRCh38__TSPAN14
19573,GRCh38__AC021028.1
19574,GRCh38__SH2D4B
19575,GRCh38__AL731544.1
19576,GRCh38__NRG3
19577,GRCh38__AC010157.1
19578,GRCh38__AC069540.2
19579,GRCh38__AL390786.1
19580,GRCh38__AL603756.1
19581,GRCh38__GHITM
19582,GRCh38__C10orf99
19583,GRCh38__CDHR1
19584,GRCh38__LRIT2
19585,GRCh38__LRIT1
19586,GRCh38__RGR
19587,GRCh38__LINC00858
19588,GRCh38__CCSER2
19589,GRCh38__LINC01519
19590,GRCh38__AC025428.1
19591,GRCh38__AC025428.2
19592,GRCh38__LINC01520
19593,GRCh38__GRID1-AS1
19594,GRCh38__GRID1
19595,GRCh38__AC022028.2
19596,GRCh38__WAPL
19597,GRCh38__AL731569.1
19598,GRCh38__OPN4
19599,GRCh38__LDB3
19600,GRCh38__AC067750.1
19601,GRCh38__BMPR1A
19602,GRCh38__MMRN2
19603,GRCh38__SNCG
19604,GRCh38__ADIRF
19605,GRCh38__AL136982.7
19606,GRCh38__AL136982.2
19607,GRCh38__FAM25A
19608,GRCh38__GLUD1
19609,GRCh38__SHLD2
19610,GRCh38__NUTM2A-AS1
19611,GRCh38__NUTM2A
19612,GRCh38__NUTM2D
19613,GRCh38__LINC00864
19614,GRCh38__MINPP1
19615,GRCh38__AL138767.2
19616,GRCh38__AL138767.3
19617,GRCh38__AL138767.1
19618,GRCh38__PAPSS2
19619,GRCh38__ATAD1
19620,GRCh38__KLLN
19621,GRCh38__PTEN
19622,GRCh38__RNLS
19623,GRCh38__LIPJ
19624,GRCh38__LIPF
19625,GRCh38__LIPK
19626,GRCh38__LIPN
19627,GRCh38__LIPM
19628,GRCh38__ANKRD22
19629,GRCh38__STAMBPL1
19630,GRCh38__ACTA2-AS1
19631,GRCh38__ACTA2
19632,GRCh38__FAS
19633,GRCh38__CH25H
19634,GRCh38__LIPA
19635,GRCh38__IFIT2
19636,GRCh38__AL353751.1
19637,GRCh38__IFIT3
19638,GRCh38__IFIT1B
19639,GRCh38__IFIT1
19640,GRCh38__IFIT5
19641,GRCh38__SLC16A12
19642,GRCh38__SLC16A12-AS1
19643,GRCh38__PANK1
19644,GRCh38__AL157400.2
19645,GRCh38__AL157400.1
19646,GRCh38__AL157400.3
19647,GRCh38__AL157400.4
19648,GRCh38__KIF20B
19649,GRCh38__LINC00865
19650,GRCh38__LINC01374
19651,GRCh38__LINC01375
19652,GRCh38__AL391704.2
19653,GRCh38__AL391704.1
19654,GRCh38__AL391704.3
19655,GRCh38__AL390862.1
19656,GRCh38__HTR7
19657,GRCh38__RPP30
19658,GRCh38__ANKRD1
19659,GRCh38__AL365434.1
19660,GRCh38__AL365434.2
19661,GRCh38__LINC00502
19662,GRCh38__PCGF5
19663,GRCh38__HECTD2
19664,GRCh38__PPP1R3C
19665,GRCh38__TNKS2-AS1
19666,GRCh38__TNKS2
19667,GRCh38__FGFBP3
19668,GRCh38__AL359198.1
19669,GRCh38__BTAF1
19670,GRCh38__CPEB3
19671,GRCh38__MARCH5
19672,GRCh38__IDE
19673,GRCh38__KIF11
19674,GRCh38__HHEX
19675,GRCh38__EXOC6
19676,GRCh38__AL358613.1
19677,GRCh38__CYP26C1
19678,GRCh38__AL358613.2
19679,GRCh38__CYP26A1
19680,GRCh38__MYOF
19681,GRCh38__CEP55
19682,GRCh38__FFAR4
19683,GRCh38__RBP4
19684,GRCh38__PDE6C
19685,GRCh38__FRA10AC1
19686,GRCh38__LGI1
19687,GRCh38__AL358154.1
19688,GRCh38__SLC35G1
19689,GRCh38__PLCE1
19690,GRCh38__PLCE1-AS2
19691,GRCh38__AL389885.1
19692,GRCh38__PLCE1-AS1
19693,GRCh38__AL139124.1
19694,GRCh38__NOC3L
19695,GRCh38__TBC1D12
19696,GRCh38__HELLS
19697,GRCh38__CYP2C18
19698,GRCh38__AL583836.1
19699,GRCh38__CYP2C19
19700,GRCh38__CYP2C9
19701,GRCh38__CYP2C8
19702,GRCh38__AL157834.1
19703,GRCh38__ACSM6
19704,GRCh38__AL157834.2
19705,GRCh38__PDLIM1
19706,GRCh38__SORBS1
19707,GRCh38__ALDH18A1
19708,GRCh38__TCTN3
19709,GRCh38__ENTPD1
19710,GRCh38__ENTPD1-AS1
19711,GRCh38__AL365273.2
19712,GRCh38__CC2D2B
19713,GRCh38__CCNJ
19714,GRCh38__ZNF518A
19715,GRCh38__BLNK
19716,GRCh38__AL136181.1
19717,GRCh38__DNTT
19718,GRCh38__OPALIN
19719,GRCh38__TLL2
19720,GRCh38__TM9SF3
19721,GRCh38__PIK3AP1
19722,GRCh38__LCOR
19723,GRCh38__SLIT1
19724,GRCh38__SLIT1-AS1
19725,GRCh38__ARHGAP19-SLIT1
19726,GRCh38__ARHGAP19
19727,GRCh38__FRAT1
19728,GRCh38__FRAT2
19729,GRCh38__RRP12
19730,GRCh38__AL355490.2
19731,GRCh38__PGAM1
19732,GRCh38__EXOSC1
19733,GRCh38__ZDHHC16
19734,GRCh38__MMS19
19735,GRCh38__UBTD1
19736,GRCh38__ANKRD2
19737,GRCh38__HOGA1
19738,GRCh38__AL355315.1
19739,GRCh38__C10orf62
19740,GRCh38__MORN4
19741,GRCh38__PI4K2A
19742,GRCh38__AVPI1
19743,GRCh38__MARVELD1
19744,GRCh38__ZFYVE27
19745,GRCh38__SFRP5
19746,GRCh38__LINC00866
19747,GRCh38__GOLGA7B
19748,GRCh38__CRTAC1
19749,GRCh38__R3HCC1L
19750,GRCh38__LOXL4
19751,GRCh38__AL139241.1
19752,GRCh38__PYROXD2
19753,GRCh38__HPS1
19754,GRCh38__HPSE2
19755,GRCh38__CNNM1
19756,GRCh38__GOT1
19757,GRCh38__AL391684.1
19758,GRCh38__LINC01475
19759,GRCh38__AL513542.1
19760,GRCh38__NKX2-3
19761,GRCh38__SLC25A28
19762,GRCh38__AL353719.1
19763,GRCh38__AL133353.1
19764,GRCh38__ENTPD7
19765,GRCh38__CUTC
19766,GRCh38__COX15
19767,GRCh38__ABCC2
19768,GRCh38__DNMBP
19769,GRCh38__DNMBP-AS1
19770,GRCh38__CPN1
19771,GRCh38__ERLIN1
19772,GRCh38__CHUK
19773,GRCh38__AL138921.2
19774,GRCh38__AL138921.1
19775,GRCh38__CWF19L1
19776,GRCh38__BLOC1S2
19777,GRCh38__PKD2L1
19778,GRCh38__AL139819.1
19779,GRCh38__SCD
19780,GRCh38__OLMALINC
19781,GRCh38__WNT8B
19782,GRCh38__SEC31B
19783,GRCh38__AL133352.1
19784,GRCh38__NDUFB8
19785,GRCh38__HIF1AN
19786,GRCh38__PAX2
19787,GRCh38__AL138762.1
19788,GRCh38__SLF2
19789,GRCh38__AL133215.3
19790,GRCh38__MRPL43
19791,GRCh38__SEMA4G
19792,GRCh38__AL133215.1
19793,GRCh38__TWNK
19794,GRCh38__LZTS2
19795,GRCh38__PDZD7
19796,GRCh38__SFXN3
19797,GRCh38__AL133215.2
19798,GRCh38__KAZALD1
19799,GRCh38__TLX1NB
19800,GRCh38__TLX1
19801,GRCh38__LINC01514
19802,GRCh38__LBX1
19803,GRCh38__AL133387.2
19804,GRCh38__AL133387.1
19805,GRCh38__AL133387.3
19806,GRCh38__BTRC
19807,GRCh38__DPCD
19808,GRCh38__POLL
19809,GRCh38__FBXW4
19810,GRCh38__AC010789.1
19811,GRCh38__FGF8
19812,GRCh38__NPM3
19813,GRCh38__OGA
19814,GRCh38__KCNIP2-AS1
19815,GRCh38__KCNIP2
19816,GRCh38__ARMH3
19817,GRCh38__HPS6
19818,GRCh38__LDB1
19819,GRCh38__PPRC1
19820,GRCh38__NOLC1
19821,GRCh38__ELOVL3
19822,GRCh38__PITX3
19823,GRCh38__GBF1
19824,GRCh38__NFKB2
19825,GRCh38__PSD
19826,GRCh38__FBXL15
19827,GRCh38__CUEDC2
19828,GRCh38__C10orf95
19829,GRCh38__MFSD13A
19830,GRCh38__ACTR1A
19831,GRCh38__AL121928.1
19832,GRCh38__SUFU
19833,GRCh38__TRIM8
19834,GRCh38__AL391121.1
19835,GRCh38__ARL3
19836,GRCh38__SFXN2
19837,GRCh38__WBP1L
19838,GRCh38__CYP17A1
19839,GRCh38__CYP17A1-AS1
19840,GRCh38__AL358790.1
19841,GRCh38__BORCS7
19842,GRCh38__BORCS7-ASMT
19843,GRCh38__AS3MT
19844,GRCh38__AL356608.1
19845,GRCh38__CNNM2
19846,GRCh38__NT5C2
19847,GRCh38__RPEL1
19848,GRCh38__INA
19849,GRCh38__PCGF6
19850,GRCh38__TAF5
19851,GRCh38__ATP5MD
19852,GRCh38__PDCD11
19853,GRCh38__CALHM2
19854,GRCh38__AL139339.2
19855,GRCh38__AL139339.1
19856,GRCh38__CALHM1
19857,GRCh38__CALHM3
19858,GRCh38__NEURL1-AS1
19859,GRCh38__NEURL1
19860,GRCh38__SH3PXD2A
19861,GRCh38__AL121929.2
19862,GRCh38__SH3PXD2A-AS1
19863,GRCh38__STN1
19864,GRCh38__SLK
19865,GRCh38__COL17A1
19866,GRCh38__SFR1
19867,GRCh38__CFAP43
19868,GRCh38__GSTO1
19869,GRCh38__GSTO2
19870,GRCh38__ITPRIP
19871,GRCh38__AL162742.2
19872,GRCh38__AL162742.1
19873,GRCh38__CFAP58-DT
19874,GRCh38__CFAP58
19875,GRCh38__AL161646.1
19876,GRCh38__AL161646.2
19877,GRCh38__SORCS3
19878,GRCh38__SORCS3-AS1
19879,GRCh38__AL731574.1
19880,GRCh38__AL353148.1
19881,GRCh38__SORCS1
19882,GRCh38__LINC01435
19883,GRCh38__AL353740.1
19884,GRCh38__AL356476.1
19885,GRCh38__XPNPEP1
19886,GRCh38__ADD3
19887,GRCh38__MXI1
19888,GRCh38__AL360182.2
19889,GRCh38__SMNDC1
19890,GRCh38__AL355512.1
19891,GRCh38__DUSP5
19892,GRCh38__SMC3
19893,GRCh38__RBM20
19894,GRCh38__AL136368.1
19895,GRCh38__PDCD4-AS1
19896,GRCh38__PDCD4
19897,GRCh38__BBIP1
19898,GRCh38__AL158163.2
19899,GRCh38__AL158163.1
19900,GRCh38__SHOC2
19901,GRCh38__ADRA2A
19902,GRCh38__AC021035.1
19903,GRCh38__GPAM
19904,GRCh38__TECTB
19905,GRCh38__ACSL5
19906,GRCh38__AL157786.1
19907,GRCh38__ZDHHC6
19908,GRCh38__VTI1A
19909,GRCh38__AL139120.1
19910,GRCh38__TCF7L2
19911,GRCh38__AL158212.2
19912,GRCh38__HABP2
19913,GRCh38__NRAP
19914,GRCh38__CASP7
19915,GRCh38__AL592546.1
19916,GRCh38__PLEKHS1
19917,GRCh38__DCLRE1A
19918,GRCh38__NHLRC2
19919,GRCh38__ADRB1
19920,GRCh38__CCDC186
19921,GRCh38__TDRD1
19922,GRCh38__VWA2
19923,GRCh38__AC005383.1
19924,GRCh38__AFAP1L2
19925,GRCh38__ABLIM1
19926,GRCh38__AL137025.1
19927,GRCh38__FAM160B1
19928,GRCh38__TRUB1
19929,GRCh38__AL355340.1
19930,GRCh38__ATRNL1
19931,GRCh38__GFRA1
19932,GRCh38__CCDC172
19933,GRCh38__PNLIPRP3
19934,GRCh38__PNLIP
19935,GRCh38__PNLIPRP1
19936,GRCh38__C10orf82
19937,GRCh38__AC016825.1
19938,GRCh38__HSPA12A
19939,GRCh38__ENO4
19940,GRCh38__SHTN1
19941,GRCh38__VAX1
19942,GRCh38__MIR3663HG
19943,GRCh38__KCNK18
19944,GRCh38__AL731557.1
19945,GRCh38__SLC18A2
19946,GRCh38__AL391988.1
19947,GRCh38__PDZD8
19948,GRCh38__AC005871.2
19949,GRCh38__EMX2OS
19950,GRCh38__EMX2
19951,GRCh38__AC005871.1
19952,GRCh38__AL139121.1
19953,GRCh38__AL513324.1
19954,GRCh38__RAB11FIP2
19955,GRCh38__AC022395.1
19956,GRCh38__CASC2
19957,GRCh38__FAM204A
19958,GRCh38__LINC00867
19959,GRCh38__PRLHR
19960,GRCh38__CACUL1
19961,GRCh38__AL157788.1
19962,GRCh38__NANOS1
19963,GRCh38__EIF3A
19964,GRCh38__FAM45A
19965,GRCh38__SFXN4
19966,GRCh38__PRDX3
19967,GRCh38__GRK5
19968,GRCh38__AL583824.1
19969,GRCh38__RGS10
19970,GRCh38__TIAL1
19971,GRCh38__BAG3
19972,GRCh38__INPP5F
19973,GRCh38__MCMBP
19974,GRCh38__SEC23IP
19975,GRCh38__PLPP4
19976,GRCh38__LINC01561
19977,GRCh38__WDR11-AS1
19978,GRCh38__WDR11
19979,GRCh38__AC010998.2
19980,GRCh38__AC010998.1
19981,GRCh38__AC010998.3
19982,GRCh38__LINC01153
19983,GRCh38__FGFR2
19984,GRCh38__AC009988.1
19985,GRCh38__AC025947.1
19986,GRCh38__ATE1
19987,GRCh38__AL731566.2
19988,GRCh38__NSMCE4A
19989,GRCh38__AL731566.1
19990,GRCh38__TACC2
19991,GRCh38__BTBD16
19992,GRCh38__PLEKHA1
19993,GRCh38__ARMS2
19994,GRCh38__HTRA1
19995,GRCh38__DMBT1
19996,GRCh38__C10orf120
19997,GRCh38__CUZD1
19998,GRCh38__FAM24B
19999,GRCh38__FAM24A
20000,GRCh38__C10orf88
20001,GRCh38__PSTK
20002,GRCh38__IKZF5
20003,GRCh38__ACADSB
20004,GRCh38__HMX3
20005,GRCh38__HMX2
20006,GRCh38__BUB3
20007,GRCh38__AL160290.2
20008,GRCh38__AL160290.1
20009,GRCh38__AL357127.1
20010,GRCh38__GPR26
20011,GRCh38__CPXM2
20012,GRCh38__AC009987.1
20013,GRCh38__CHST15
20014,GRCh38__OAT
20015,GRCh38__NKX1-2
20016,GRCh38__LHPP
20017,GRCh38__AC068896.1
20018,GRCh38__FAM53B
20019,GRCh38__AL513190.1
20020,GRCh38__FAM53B-AS1
20021,GRCh38__EEF1AKMT2
20022,GRCh38__ABRAXAS2
20023,GRCh38__ZRANB1
20024,GRCh38__AL731577.1
20025,GRCh38__CTBP2
20026,GRCh38__AL731571.1
20027,GRCh38__AL157888.1
20028,GRCh38__TEX36-AS1
20029,GRCh38__TEX36
20030,GRCh38__AL158835.1
20031,GRCh38__AL158835.4
20032,GRCh38__EDRF1
20033,GRCh38__EDRF1-AS1
20034,GRCh38__MMP21
20035,GRCh38__UROS
20036,GRCh38__BCCIP
20037,GRCh38__DHX32
20038,GRCh38__FANK1
20039,GRCh38__FANK1-AS1
20040,GRCh38__ADAM12
20041,GRCh38__LINC00601
20042,GRCh38__C10orf90
20043,GRCh38__DOCK1
20044,GRCh38__AL359094.1
20045,GRCh38__AL359094.2
20046,GRCh38__FAM196A
20047,GRCh38__NPS
20048,GRCh38__FOXI2
20049,GRCh38__CLRN3
20050,GRCh38__PTPRE
20051,GRCh38__AL158166.2
20052,GRCh38__MKI67
20053,GRCh38__AL390763.2
20054,GRCh38__AL390763.1
20055,GRCh38__AL355537.1
20056,GRCh38__AL355537.2
20057,GRCh38__AL391869.1
20058,GRCh38__MGMT
20059,GRCh38__AL157832.2
20060,GRCh38__AL157832.1
20061,GRCh38__AL157832.3
20062,GRCh38__EBF3
20063,GRCh38__AL354950.2
20064,GRCh38__AL354950.1
20065,GRCh38__C10orf143
20066,GRCh38__GLRX3
20067,GRCh38__AL355500.1
20068,GRCh38__TCERG1L
20069,GRCh38__TCERG1L-AS1
20070,GRCh38__LINC01164
20071,GRCh38__FP565171.1
20072,GRCh38__PPP2R2D
20073,GRCh38__BNIP3
20074,GRCh38__AL162274.2
20075,GRCh38__AL162274.1
20076,GRCh38__JAKMIP3
20077,GRCh38__AL512622.1
20078,GRCh38__DPYSL4
20079,GRCh38__STK32C
20080,GRCh38__LRRC27
20081,GRCh38__PWWP2B
20082,GRCh38__AL451069.2
20083,GRCh38__AL451069.3
20084,GRCh38__C10orf91
20085,GRCh38__AL451069.1
20086,GRCh38__LINC01165
20087,GRCh38__INPP5A
20088,GRCh38__NKX6-2
20089,GRCh38__CFAP46
20090,GRCh38__LINC01166
20091,GRCh38__LINC01167
20092,GRCh38__LINC01168
20093,GRCh38__ADGRA1
20094,GRCh38__ADGRA1-AS1
20095,GRCh38__KNDC1
20096,GRCh38__UTF1
20097,GRCh38__VENTX
20098,GRCh38__MIR202HG
20099,GRCh38__AL592071.1
20100,GRCh38__ADAM8
20101,GRCh38__TUBGCP2
20102,GRCh38__AL360181.2
20103,GRCh38__ZNF511
20104,GRCh38__ZNF511-PRAP1
20105,GRCh38__CALY
20106,GRCh38__AL360181.1
20107,GRCh38__PRAP1
20108,GRCh38__FUOM
20109,GRCh38__ECHS1
20110,GRCh38__AL360181.4
20111,GRCh38__PAOX
20112,GRCh38__AL360181.3
20113,GRCh38__MTG1
20114,GRCh38__SPRN
20115,GRCh38__SCART1
20116,GRCh38__CYP2E1
20117,GRCh38__AL161645.1
20118,GRCh38__SYCE1
20119,GRCh38__FRG2B
20120,GRCh38__FAM138D
20121,GRCh38__IQSEC3
20122,GRCh38__AC026369.3
20123,GRCh38__AC026369.1
20124,GRCh38__AC026369.2
20125,GRCh38__AC007406.3
20126,GRCh38__SLC6A12
20127,GRCh38__AC007406.1
20128,GRCh38__AC007406.4
20129,GRCh38__SLC6A13
20130,GRCh38__KDM5A
20131,GRCh38__CCDC77
20132,GRCh38__B4GALNT3
20133,GRCh38__NINJ2
20134,GRCh38__AC006205.1
20135,GRCh38__AC021054.1
20136,GRCh38__LINC02455
20137,GRCh38__WNK1
20138,GRCh38__RAD52
20139,GRCh38__AC004803.1
20140,GRCh38__ERC1
20141,GRCh38__AC004672.1
20142,GRCh38__LINC00942
20143,GRCh38__WNT5B
20144,GRCh38__FBXL14
20145,GRCh38__ADIPOR2
20146,GRCh38__CACNA2D4
20147,GRCh38__LRTM2
20148,GRCh38__AC005342.2
20149,GRCh38__LINC00940
20150,GRCh38__DCP1B
20151,GRCh38__CACNA1C
20152,GRCh38__AC005342.1
20153,GRCh38__AC005344.1
20154,GRCh38__CACNA1C-AS4
20155,GRCh38__CACNA1C-AS3
20156,GRCh38__CACNA1C-AS2
20157,GRCh38__CACNA1C-AS1
20158,GRCh38__LINC02371
20159,GRCh38__FKBP4
20160,GRCh38__ITFG2-AS1
20161,GRCh38__AC005841.1
20162,GRCh38__ITFG2
20163,GRCh38__NRIP2
20164,GRCh38__TEX52
20165,GRCh38__FOXM1
20166,GRCh38__RHNO1
20167,GRCh38__TULP3
20168,GRCh38__TEAD4
20169,GRCh38__AC125807.2
20170,GRCh38__TSPAN9
20171,GRCh38__AC005865.1
20172,GRCh38__LINC02417
20173,GRCh38__PRMT8
20174,GRCh38__AC005908.2
20175,GRCh38__CRACR2A
20176,GRCh38__AC006207.1
20177,GRCh38__PARP11
20178,GRCh38__AC005842.1
20179,GRCh38__AC007207.2
20180,GRCh38__CCND2
20181,GRCh38__TIGAR
20182,GRCh38__FGF23
20183,GRCh38__FGF6
20184,GRCh38__C12orf4
20185,GRCh38__RAD51AP1
20186,GRCh38__DYRK4
20187,GRCh38__AC005832.4
20188,GRCh38__AKAP3
20189,GRCh38__NDUFA9
20190,GRCh38__AC005833.2
20191,GRCh38__AC005833.1
20192,GRCh38__GALNT8
20193,GRCh38__AC005833.3
20194,GRCh38__KCNA6
20195,GRCh38__KCNA1
20196,GRCh38__AC006063.2
20197,GRCh38__KCNA5
20198,GRCh38__LINC02443
20199,GRCh38__AC006206.2
20200,GRCh38__AC006206.1
20201,GRCh38__AC007848.2
20202,GRCh38__AC007848.1
20203,GRCh38__NTF3
20204,GRCh38__ANO2
20205,GRCh38__VWF
20206,GRCh38__AC005845.1
20207,GRCh38__CD9
20208,GRCh38__PLEKHG6
20209,GRCh38__TNFRSF1A
20210,GRCh38__SCNN1A
20211,GRCh38__LTBR
20212,GRCh38__AC005840.2
20213,GRCh38__CD27
20214,GRCh38__TAPBPL
20215,GRCh38__VAMP1
20216,GRCh38__AC005840.4
20217,GRCh38__MRPL51
20218,GRCh38__NCAPD2
20219,GRCh38__AC006064.3
20220,GRCh38__GAPDH
20221,GRCh38__AC006064.4
20222,GRCh38__IFFO1
20223,GRCh38__AC006064.1
20224,GRCh38__NOP2
20225,GRCh38__AC006064.6
20226,GRCh38__CHD4
20227,GRCh38__AC006064.2
20228,GRCh38__LPAR5
20229,GRCh38__ACRBP
20230,GRCh38__ING4
20231,GRCh38__ZNF384
20232,GRCh38__PIANP
20233,GRCh38__AC125494.3
20234,GRCh38__COPS7A
20235,GRCh38__AC125494.2
20236,GRCh38__MLF2
20237,GRCh38__PTMS
20238,GRCh38__LAG3
20239,GRCh38__CD4
20240,GRCh38__GPR162
20241,GRCh38__P3H3
20242,GRCh38__GNB3
20243,GRCh38__CDCA3
20244,GRCh38__USP5
20245,GRCh38__TPI1
20246,GRCh38__SPSB2
20247,GRCh38__LRRC23
20248,GRCh38__U47924.3
20249,GRCh38__ENO2
20250,GRCh38__ATN1
20251,GRCh38__C12orf57
20252,GRCh38__U47924.2
20253,GRCh38__PTPN6
20254,GRCh38__MIR200CHG
20255,GRCh38__U47924.1
20256,GRCh38__PHB2
20257,GRCh38__EMG1
20258,GRCh38__EMG1-1
20259,GRCh38__LPCAT3
20260,GRCh38__C1S
20261,GRCh38__C1R
20262,GRCh38__C1RL
20263,GRCh38__C1RL-AS1
20264,GRCh38__AC233309.1
20265,GRCh38__RBP5
20266,GRCh38__AC018653.3
20267,GRCh38__CLSTN3
20268,GRCh38__AC018653.1
20269,GRCh38__PEX5
20270,GRCh38__ACSM4
20271,GRCh38__CD163L1
20272,GRCh38__CD163
20273,GRCh38__APOBEC1
20274,GRCh38__GDF3
20275,GRCh38__DPPA3
20276,GRCh38__CLEC4C
20277,GRCh38__NANOGNB
